LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE
WINDYCITY TECHNOLOGIES INC.,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Network and Computer Systems Administrators,NETWORK & COMPUTER SYSTEMS ADMINISTRATOR,Y,1,NAPERVILLE,IL,,
THE NORTHERN TRUST COMPANY,50 S. LASALLE STREET,CHICAGO,IL,60603,Financial Analysts,"CONSULTANT, RISK ANALYTICS",Y,1,CHICAGO,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,"Software Developers, Applications",SENIOR SOFTWARE ENGINEER III,Y,10,HOFFMAN ESTATES,IL,CHICAGO,IL
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
EDGE LIGHTING LLC,1718 W. FULLERTON AVE,CHICAGO,IL,60614,Cost Estimators,COST ANALYST,Y,1,CHICAGO,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Web Developers,DEVELOPER,Y,5,HOFFMAN ESTATES,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Systems Analysts,COMPUTER SYSTEM ANALYST,Y,1,NAPERVILLE,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
"KAPITAL TRADING, LLC",411 S. WELLS ST.,CHICAGO,IL,60607,"Software Developers, Applications",PROGRAMMER,Y,1,CHICAGO,IL,,
ALREK BUSINESS SOLUTIONS INC.,804 WOODFIELD ROAD,SCHAUMBUEG,IL,60173,"Computer Occupations, All Other",DATABASE ARCHITECT,Y,1,SCHAUMBURG,IL,,
SBP CONSULTING INC.,4900 38TH AVENUE,MOLINE,IL,61265,Computer Systems Analysts,ERP SYSTEMS ANALYST,Y,1,MOLINE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Computer Occupations, All Other",QA ENGINEER,Y,1,CHICAGO,IL,,
AIM BIG INC.,2077 MINER STREET,DES PLAINS,IL,60016,Computer Network Architects,WIRELESS NETWORK ARCHITECT,Y,1,DES PLAINES,IL,,
SAVVY INFO SYSTEMS INC,120 GOLF ROAD SUITE#200,SCHAUMBURG,IL,60195,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,CHICAGO,IL
SKYTECH SOLUTIONS LLC,953 N. PLUM GROVE ROAD,SCHAMBURG,IL,60173,"Computer Occupations, All Other",SOFTWARE ENGINEER,Y,7,CHICAGO,IL,,
"INFOVISIA, INC",175 OLDE HALF DAY ROAD,LINCOLNSHIRE,IL,60069,Computer Systems Analysts,SYSTEMS ANALYST,Y,2,GREEN OAKS,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Database Administrators,DATABASE ADMINISTRATOR,Y,5,HOFFMAN ESTATES,IL,,
EVOLUTYZ CORP,1560 WALL STREET,NAPERVILLE,IL,60563,Marketing Managers,MARKETING MANAGER - I.T SERVICES,Y,1,NAPERVILLE,IL,,
"CRONUS CHEMICALS, LLC",150 N. MICHIGAN AVENUE,CHICAGO,IL,60601,Lawyers,GENERAL COUNSEL,N,1,CHICAGO,IL,,
"MOTOROLA SOLUTIONS, INC.",1303 EAST ALGONQUIN ROAD,SCHAUMBURG,IL,60196,"Electronics Engineers, Except Computer",SYSTEMS ENGINEER,Y,1,CHICAGO,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
SYNERGY GLOBAL SYSTEMS INC,1580 SOUTH MILWAUKEE AVENUE,LIBERTYVILLE,IL,60048,Computer Programmers,PROGRAMMER ANALYST,Y,1,LIBERTYVILLE,IL,,
ATHARVA TECHNOLOGIES,2362 REFLECTIONS DRIVE,AURORA,IL,60502,Computer Systems Analysts,SYSTEMS ANALYST,Y,2,AURORA,IL,,
OPTICS PLANET INC.,3150 COMMERCIAL AVENUE,NORTHBROOK,IL,60062,"Software Developers, Systems Software",SOFTWARE ENGINEER,Y,1,NORTHBROOK,IL,,
"MACMUNNIS, INC.",1840 OAK AVENUE,EVANSTON,IL,60201,"Property, Real Estate, and Community Association M",LEASE ANALYST,Y,1,EVANSTON,IL,,
"CARESOFT GLOBAL, INC.",7025 VETERANS BOULEVARD,BURR RIDGE,IL,60527,Mechanical Engineers,PROJECT MANAGER,Y,1,BURR RIDGE,IL,NORT FARGO,ND
"CREOSPAN, INC.","1515 WOODFIELD ROAD, SUITE 860",SCHAUMBURG,IL,60173,Computer Network Architects,IP NETWORK SOLUTION ARCHITECT,Y,1,SCHAUMBURG,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",COMPUTER SYSTEMS ENGINEERS/ ARCHITECTS,Y,1,NAPERVILLE,IL,,
OPTICS PLANET INC.,3150 COMMERCIAL AVENUE,NORTHBROOK,IL,60062,"Software Developers, Systems Software",SOFTWARE ENGINEER,Y,1,NORTHBROOK,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
SBP CONSULTING INC.,4900 38TH AVENUE,MOLINE,IL,61265,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,MOLINE,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,Computer Programmers,PROGRAMMER ANALYST,Y,1,SPRINGFIELD,IL,,
"ARCUS TECHNOLOGIES DBA KAT TECH SYSTEMS, INC.",855 E. GOLF ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Systems Analysts,PROGRAMMER ANALYST,Y,2,ARLINGTON HEIGHTS,IL,,
S3 INFOTECH INC,10 N MARTINGALE ROAD,SCHAUMBURG,IL,60173,"Computer Occupations, All Other",QA LEAD,Y,1,SCHAUMBURG,IL,MARYLAND HEIGHTS,MO
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Medical Scientists, Except Epidemiologists",RESEARCH SPECIALIST (NATURAL SCIENCES),Y,1,CHICAGO,IL,,
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
"SARAM SOLUTIONS, INC.",1444 N. FARNSWORTH AVENUE,AURORA,IL,60505,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,AURORA,IL,,
SENECA NURSING HOME,1301 LEE STREET,DES PLAINES,IL,60016,Registered Nurses,CLINICAL NURSE SPECIALIST,Y,2,DES PLAINES,IL,,
WEINSTEIN ORGANIZATION INC.,1 SOUTH WACKER DRIVE,CHICAGO,IL,60606,,.NET/HTML DEVELOPER,Y,1,CHICAGO,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,"Software Developers, Applications","SENIOR ENGINEER, DEVELOPMENT",Y,5,HOFFMAN ESTATES,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Computer Occupations, All Other",QA ENGINEER,Y,1,CHICAGO,IL,,
"UCHICAGO ARGONNE, LLC",9700 SOUTH CASS AVENUE,LEMONT,IL,60439,Materials Scientists,POSTDOCTORAL APPOINTEE,Y,5,LEMONT,IL,,
"GRISKELIS YOUNG HARRELL, LTD.","400 N MICHIGAN AVE, STE 1600",CHICAGO,IL,60611,Architectural and Civil Drafters,ARCHITECTURAL DRAFTER,Y,1,CHICAGO,IL,,
NORTH CENTRAL COLLEGE,30 NORTH BRAINARD STREET,NAPERVILLE,IL,60540,"Mathematical Science Teachers, Postsecondary",ASSISTANT PROFESSOR OF MATHEMATICS,Y,1,NAPERVILLE,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Systems Analysts,COMPUTER SYSTEM ANALYST,Y,1,NAPERVILLE,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
ADSENSA CORPORATION,525 WEST MONROE STREET,CHICAGO,IL,60661,"Computer Occupations, All Other",RULE WRITER,Y,1,CHICAGO,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",COMPUTER SYSTEMS ENGINEERS/ ARCHITECTS,Y,1,NAPERVILLE,IL,,
THE NORTHERN TRUST COMPANY,50 S. LASALLE STREET M-8,CHICAGO,IL,60603,Market Research Analysts and Marketing Specialists,"SPECIALIST, PFS MARKETING",Y,1,CHICAGO,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
TOWNLINE DENTAL CARE P.C.,362 TOWNLINE RD,MUNDELEIN,IL,60060,"Dentists, General",ASSOCIATE DENTIST,Y,1,MUNDELEIN,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
"S&S LAB MANAGEMENT, INC.",9243 S. ROBERTS RD.,HICKORY HILLS,IL,60457,Financial Analysts,STRATEGY AND PLANNING ANALYST,Y,1,HICKORY HILLS,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Computer Occupations, All Other",QA ENGINEER,Y,1,CHICAGO,IL,,
VISWA SOFT INC,1968 QUAKER HOLLOW LANE,STREAMWOOD,IL,60107,Information Security Analysts,SAP SECURITY ANALYST,Y,1,STREAMWOOD,IL,,
"GEORAMA, INC.",360 E. SOUTH WATER STREET,CHICAGO,IL,60601,Producers and Directors,INTERACTIVE MULTIMEDIA PRODUCER,Y,1,CHICAGO,IL,,
OPTICS PLANET INC.,3150 COMMERCIAL AVENUE,NORTHBROOK,IL,60062,"Software Developers, Systems Software",SOFTWARE ENGINEER,Y,1,NORTHBROOK,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
CDI TECHNOLOGY CORP.,400 E. 22ND STREET,LOMBARD,IL,60148,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,LOMBARD,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS,Y,1,NAPERVILLE,IL,,
"SP CONSULTING, INC.",830 E. HIGGINS RD.,SCHAUMBURG,IL,60173,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
PAYLOCITY CORPORATION,3850 N WILKE ROAD,ARLINGTON HEIGHTS,IL,60004,"Software Developers, Systems Software",PRINCIPAL SQL ARCHITECT,Y,1,ARLINGTON HEIGHTS,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",JAVA DEVELOPER,Y,1,CHICAGO,IL,,
JPMORGAN CHASE & CO.,10 SOUTH DEARBORN STREET,CHICAGO,IL,60603,"Software Developers, Applications","ASSOCIATE, APPLICATION DEVELOPER",Y,1,CHICAGO,IL,,
ENSPIREA LLC,"820 DAVIS STREET, SUITE 134",EVANSTON,IL,60201,"Computer Occupations, All Other",INFORMATION TECHNOLOGY CONSULTANT,Y,6,EVANSTON,IL,,
"LEFKOW LAW, LLC",1322 N. SANDBURG TERRACE,CHICAGO,IL,60610,Lawyers,ASSOCIATE ATTORNEY,N,1,CHICAGO,IL,,
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
ABBVIE INC,1 N WAUKEGAN RD.,NORTH CHICAGO,IL,60064,"Medical Scientists, Except Epidemiologists",SENIOR CLINICAL PHARMACOKINETICIST I,Y,1,NORTH CHICAGO,IL,,
"HR PUNDITS, INC",1111 PLAZA DR,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
"ARCUS TECHNOLOGIES DBA KAT TECH SYSTEMS, INC.",855 E. GOLF ROAD,ARLINGTON HEIGHTS,IL,60005,"Software Developers, Applications",SOFTWARE ENGINEER,Y,3,ARLINGTON HEIGHTS,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS,Y,1,NAPERVILLE,IL,,
"UNICOM TECHNOLOGIES, INC.",1812 HIGH GROVE LANE,NAPERVILLE,IL,60540,Computer Programmers,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS,Y,1,NAPERVILLE,IL,,
TRUSTWAVE HOLDINGS INC.,70 W. MADISON STREET,CHICAGO,IL,60606,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
"HR PUNDITS, INC",1111 PLAZA DR,SCHAUMBURG,IL,60173,Computer Systems Analysts,ERP ANALYST,Y,1,SCHAUMBURG,IL,,
DIVIHN INTEGRATION INC,2500 WEST HIGGINS ROAD,HOFFMAN ESTATES,IL,60169,Network and Computer Systems Administrators,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,Y,1,HOFFMAN ESTATES,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",COMPUTER SYSTEMS ENGINEERS/ ARCHITECTS,Y,1,NAPERVILLE,IL,,
OPTICS PLANET INC.,3150 COMMERCIAL AVENUE,NORTHBROOK,IL,60062,"Software Developers, Systems Software",SOFTWARE ENGINEER,Y,1,NORTHBROOK,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
"VAN MATRE REHABILITATION CENTER, LLC",950 S MULFORD ROAD,ROCKFORD,IL,61108,Physical Therapists,PHYSICAL THERAPIST,Y,1,ROCKFORD,IL,,
"CYBERBRIDGE INTERNATIONAL, INC.",1515 E WOODFIELD ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,1,SCHAUMBURG,IL,,
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",JAVA DEVELOPER,Y,1,CHICAGO,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Computer and Information Systems Managers,"SENIOR MANAGER, SOFTWARE ENGINEERING",Y,5,HOFFMAN ESTATES,IL,,
SKYTECH SOLUTIONS LLC,953 N. PLUM GROVE ROAD,SCHAMBURG,IL,60173,Computer Systems Analysts,ASSOCIATE SOFTWARE ENGINEER,Y,2,CHICAGO,IL,,
ROYAL CYBER INC.,55 SHUMAN BLVD,NAPERVILLE,IL,60563,"Software Developers, Applications","SENIOR SOFTWARE ENGINEER, LEVEL II",Y,1,NAPERVILLE,IL,,
"CLARITY PARTNERS, LLC",227 W. MONROE ST.,CHICAGO,IL,60606,Financial Analysts,DATA ANALYSIS CONSULTANT,Y,1,CHICAGO,IL,CHICAGO,IL
SYNERGY GLOBAL SYSTEMS INC,1580 SOUTH MILWAUKEE AVENUE,LIBERTYVILLE,IL,60048,Computer Programmers,PROGRAMMER ANALYST,Y,1,LIBERTYVILLE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Computer Occupations, All Other",QA ENGINEER,Y,1,CHICAGO,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Computer Occupations, All Other",QA ENGINEER,Y,1,CHICAGO,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Systems Analysts,COMPUTER SYSTEM ANALYST,Y,1,NAPERVILLE,IL,,
OPTICS PLANET INC.,3150 COMMERCIAL AVENUE,NORTHBROOK,IL,60062,"Software Developers, Systems Software",SENIOR SOFTWARE ENGINEER,Y,1,NORTHBROOK,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",COMPUTER SYSTEMS ENGINEERS/ ARCHITECTS,Y,1,NAPERVILLE,IL,,
"OPEN TEXT, INC.",8600 WEST BRYN MAWR AVENUE,CHICAGO,IL,60631,"Software Developers, Applications",CONTENT SERVER SOFTWARE DEVELOPER,Y,1,CHICAGO,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,"Software Developers, Applications",SENIOR SOFTWARE ENGINEER,Y,5,HOFFMAN ESTATES,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Computer Occupations, All Other",QA ENGINEER,Y,1,CHICAGO,IL,,
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
"INTEGRATED THERAPY SPECIALISTS, LLC",5946 N. MILWAUKEE AVENUE,CHICAGO,IL,60646,Physical Therapists,PHYSICAL THERAPIST,Y,2,CHICAGO,IL,,
MEDCORE INC,4805 PRIME PARKWAY,MCHENRY,IL,60051,"Software Developers, Applications",DIRECTOR OF INTERNATIONAL IT OPERATIONS,Y,1,ITASCA,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
"SARAM SOLUTIONS, INC.",1444 N. FARNSWORTH AVENUE,AURORA,IL,60505,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,AURORA,IL,,
TGO AGRICULTURE (USA) INC.,141 WEST JACKSON BOULEVARD,CHICAGO,IL,60604,Accountants and Auditors,ACCOUNTANT,Y,1,CHICAGO,IL,,
SKYTECH SOLUTIONS LLC,953 N. PLUM GROVE ROAD,SCHAMBURG,IL,60173,"Computer Occupations, All Other",TECHNICAL ARCHITECT,Y,2,CHICAGO,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS,Y,1,NAPERVILLE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",ANDROID DEVELOPER,Y,1,CHICAGO,IL,,
"CARESOFT GLOBAL, INC.",7025 VETERANS BOULEVARD,BURR RIDGE,IL,60527,"Business Operations Specialists, All Other",SENIOR ENGINEER EMBEDDED SOFTWARE,Y,1,BURR RIDGE,IL,,
MEDCOR INC,4805 PRIME PARKWAY,MCHENRY,IL,60051,"Software Developers, Applications",DIRECTOR OF INTERNATIONAL IT OPERATIONS,Y,1,ITASCA,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
"AMERICAN IT RESOURCE GROUP, INC",1111 NORTH PLAZA DRIVE,SCHAUMBURG,IL,60173,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,SCHAUMBURG,IL,CHICAGO,IL
"GANTEC PUBLISHING SOLUTIONS, LLC",1111 PLAZA DRIVE,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
NEXT GENERATION TECHNOLOGY INC.,116 S. ARLINGTON HEIGHTS RD.,ARLINGTON HEIGHTS,IL,60005,"Software Developers, Applications",VMWARE ENGINEER,Y,1,ARLINGTON HEIGHTS,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Computer Occupations, All Other",QA ENGINEER,Y,1,CHICAGO,IL,,
"SARAM SOLUTIONS, INC.",1444 N. FARNSWORTH AVENUE,AURORA,IL,60505,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,AURORA,IL,,
"QUINNOX, INC.",2056 WESTINGS AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",TEST LEAD,Y,1,NAPERVILLE,IL,,
"BUILDERS LAND, INC.",2035 S. ARLINGTON HEIGHTS RD,ARLINGTON HEIGHTS,IL,60005,"Architects, Except Landscape and Naval",STAFF ARCHITECT,Y,1,ARLINGTON HEIGHTS,IL,,
"KAPITAL TRADING, LLC",411 S. WELLS ST.,CHICAGO,IL,60607,"Software Developers, Applications",PROGRAMMER,Y,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 3,Y,1,MOSSVILLE,IL,,
"AUTOMOTIVE ROBOTICS, INC.",221 ALTORFER LANE,EAST PEORIA,IL,61611,"Software Developers, Systems Software",SENIOR SOFTWARE DEVELOPER,Y,1,PEORIA,IL,,
UIS CONSULTING LLC,1635 W. WISE ROAD SUITE 9,SCHAUMBURG,IL,60193,"Electronics Engineers, Except Computer",RF ENGINEER,Y,1,SCHAUMBURG,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 3,Y,1,MOSSVILLE,IL,,
EPCOT TECHOLOGIES INC.,855 E GOLF ROAD,ARLINGTON HEIGHTS,IL,60005,Network and Computer Systems Administrators,SYSTEMS ADMINISTRATOR,Y,1,ARLINGTON HEIGHTS,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
UIS CONSULTING LLC,1635 W. WISE ROAD SUITE 9,SCHAUMBURG,IL,60193,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,1,SCHAUMBURG,IL,,
"COLOR COMMUNICATIONS, INC.",4000 W. FILLMORE STREET,CHICAGO,IL,60624,Mechanical Engineers,MECHANICAL ENGINEER,Y,1,CHICAGO,IL,,
"ALLIANCE REHAB, INC.",1520 KENSINGTON ROAD,OAK BROOK,IL,60523,Physical Therapists,PHYSICAL THERAPIST,Y,1,DEKALB,IL,,
WARNER ELECTRIC LLC,449 GARDNER STREET,SOUTH BELOIT,IL,61080,Mechanical Engineers,TEST LAB ENGINEER,Y,1,SOUTH BELOIT,IL,,
"BAR CODE INTEGRATORS, INC.",1635 NORTHWIND BLVD.,LIBERTYVILLE,IL,60048,Industrial Engineers,INDUSTRIAL ENGINEER,Y,1,LIBERTYVILLE,IL,,
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
THE NORTHERN TRUST COMPANY,50 S. LASALLE STREET M-8,CHICAGO,IL,60603,Accountants and Auditors,AUDIT LEAD,Y,1,CHICAGO,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",QA ENGINEER,Y,1,CHICAGO,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,"Computer Occupations, All Other",SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS,Y,1,NAPERVILLE,IL,,
